Hyphen	Neg1	Neg2	Neg3	Pos1	Pos2	Pos3
DPY19L4	675	500	691	773	617	512
DPY30	3710	4296	4718	3757	3080	3490
DPYD	37	30	22	41	40	37
DPYS	1	1	2	1	0	1
DPYSL2	17595	18951	16786	23817	24114	18559
DPYSL3	534	723	584	1630	2197	1233
DPYSL4	29	29	32	48	25	53
DPYSL5	8	19	11	15	14	19
DQX1	7	11	5	3	4	7
DR1	3745	2722	3493	4773	3515	2418
DRAM1	104	144	137	101	172	185
DRAM2	1910	2203	2284	2179	2205	2340
DRAP1	923	1100	941	1153	1105	1148
DRAXIN	210	166	207	88	150	117
DRC1	1	3	5	3	0	8
DRC7	10	4	1	7	4	6
DRD1	2	3	7	19	4	8
DRD2	7	10	4	8	15	15
DRD3	0	0	0	0	0	0
DRD4	0	0	0	0	1	0
DRD5	0	0	0	0	0	0
DRG1	7043	7451	5955	7306	7098	5678
DRG2	1427	1557	1202	1641	2151	1205
DRGX	3	0	1	1	0	0
DRICH1	8	2	4	4	9	1
DROSHA	2665	3004	2441	2994	2938	2627
DRP2	10	20	9	14	32	25
DSC1	2	4	6	0	0	0
DSC2	3747	2755	3669	3402	2958	1876
DSC3	117	125	117	142	227	164
DSCAM	30	14	13	11	9	15
DSCAML1	3	4	2	1	2	0
DSCC1	865	725	883	958	429	587
DSE	544	448	444	494	532	402
DSEL	3	0	0	0	0	1
DSG1	0	0	0	0	0	0
DSG2	4079	3891	3842	3071	3626	2859
DSG3	8	21	22	8	13	11
DSG4	22	17	16	7	10	16
DSN1	3161	3597	2949	3209	2617	2822
DSP	5718	5706	5350	3317	4255	4830
DSPP	1	2	0	0	0	0
DST	2540	2291	2530	2398	2248	2539
DSTN	15639	17771	20083	21870	17686	17992
DSTYK	586	587	478	457	491	512
DTD1	1162	1136	1274	1078	1149	1137
DTD2	527	491	646	842	529	475
DTHD1	0	0	0	0	0	0
DTL	6306	6148	5840	6523	5263	4620
DTNA	449	272	415	274	296	409
DTNB	127	91	106	79	67	85
DTNBP1	267	292	243	247	231	211
DTWD1	1887	1762	1944	1864	1383	1418
DTWD2	901	263	676	186	107	200
DTX1	11	7	15	5	2	5
DTX2	29	17	31	24	18	25
DTX3	181	229	218	163	214	225
DTX3L	102	61	95	40	48	34
DTX4	134	183	142	213	299	240
DTYMK	2256	2152	1827	2925	1996	1735
DUOX1	25	32	17	35	58	25
DUOX2	1	1	4	1	3	3
DUOXA1	4	3	4	4	1	2
DUOXA2	2	2	1	1	0	1
DUS1L	154	151	117	151	140	113
DUS2	688	722	573	755	856	556
DUS3L	217	180	164	305	169	158
DUS4L	237	246	310	242	198	211
DUSP1	278	216	441	277	356	372
DUSP10	499	409	511	279	291	288
DUSP11	1975	1861	1815	2215	1787	1445
DUSP12	1633	1860	1700	2005	1744	1537
DUSP13	11	14	26	9	14	13
DUSP14	46	55	49	96	85	70
DUSP15	3	4	2	1	1	2
DUSP16	217	290	263	236	257	251
DUSP18	74	93	78	120	152	116
DUSP19	110	74	99	143	101	77
DUSP2	51	59	29	24	25	30
DUSP21	0	0	1	1	0	0
DUSP22	203	256	222	226	257	209
DUSP23	150	77	61	107	70	59
DUSP26	18	3	16	5	7	6
DUSP28	22	27	30	35	32	19
DUSP3	2022	2649	2060	2796	3213	2624
DUSP4	28	27	35	89	66	69
DUSP5	291	162	209	118	106	126
DUSP6	5601	5150	6379	10650	4946	6890
DUSP7	440	385	337	658	372	448
DUSP8	1	0	0	0	0	0
DUSP9	11	27	10	21	12	7
DUT	1961	1792	1831	2144	911	1322
DUX4	0	0	0	0	0	0
DUXA	0	0	0	0	0	0
DVL1	33	47	38	59	47	37
DVL2	267	287	293	292	230	266
DVL3	530	539	395	562	707	541
DXO	22	22	14	34	25	20
DYDC1	0	1	1	0	0	1
DYDC2	85	89	84	50	35	44
DYM	1073	1136	1055	1248	861	1057
DYNAP	2	9	7	7	12	8
DYNC1H1	2302	2621	2060	2178	3363	2560
DYNC1I1	300	312	285	438	306	254
DYNC1I2	2171	3087	2471	3133	2698	2950
DYNC1LI1	3715	3417	3629	4227	2818	2678
DYNC1LI2	2105	2168	1884	2842	2412	2008
DYNC2H1	872	923	785	952	926	955
DYNC2LI1	702	850	872	794	855	895
DYNLL1	11828	13528	11928	15260	12173	11420
DYNLL2	496	546	417	411	418	391
DYNLRB1	3313	4534	3607	3588	3696	4510
DYNLRB2	0	0	1	0	1	2
DYNLT1	4693	6775	5031	6823	7157	6028
DYNLT3	674	676	830	1822	1464	959
DYRK1A	407	349	330	406	344	305
DYRK1B	1	6	8	13	7	15
DYRK2	512	555	667	948	855	903
DYRK3	98	73	72	66	59	35
DYRK4	230	352	314	479	731	569
DYSF	66	80	61	76	91	59
DYTN	0	0	0	0	1	0
DZANK1	267	271	273	380	318	322
DZIP1	704	728	621	824	740	648
DZIP1L	52	45	52	112	86	71
DZIP3	2088	2217	2525	2168	2199	1906
E2F1	119	108	98	124	127	111
E2F2	46	19	23	44	35	19
E2F3	1057	855	859	978	838	648
E2F4	1354	1175	984	1545	1698	953
E2F5	223	170	223	309	202	161
E2F6	229	195	181	235	141	150
E2F7	664	515	632	494	401	459
E2F8	326	229	196	464	298	186
E4F1	84	63	73	107	69	63
EAF1	2457	1968	2317	2590	2407	1657
EAF2	147	95	142	101	127	66
EAPP	1750	1944	1914	1839	1810	1662
EARS2	1061	949	753	1126	928	728
EBAG9	970	906	868	983	880	740
EBF1	16	21	24	18	6	39
EBF2	128	161	121	90	57	105
EBF3	55	27	39	23	15	32
EBF4	5	21	18	11	14	24
EBI3	8	19	21	14	25	23
EBLN1	1	0	0	0	0	0
EBLN2	171	126	120	142	137	137
EBNA1BP2	5167	5742	4200	7212	4475	4050
EBP	6816	7510	5931	7221	9137	4813
EBPL	272	390	331	507	347	382
ECD	4312	4556	3795	5667	4588	4135
ECE1	400	373	339	547	712	592
ECE2	675	607	482	470	629	375
ECEL1	3	0	5	2	0	1
ECH1	3066	3674	3340	3434	5128	3545
ECHDC1	4785	4613	4612	5747	3943	3623
ECHDC2	85	69	70	43	54	63
ECHDC3	23	40	18	13	29	17
ECHS1	4873	5294	4836	6540	6911	5361
ECI1	78	145	111	102	84	106
ECI2	2627	3707	3203	3494	4044	3785
ECM1	133	246	232	609	788	780
ECM2	74	17	39	58	29	36
ECSCR	10	35	35	35	276	148
ECSIT	313	224	213	332	213	229
ECT2	3931	3609	4217	6551	4133	3238
ECT2L	7	4	2	6	9	6
EDA	37	65	64	64	76	52
EDA2R	426	496	408	556	645	564
EDAR	84	37	49	19	15	19
EDARADD	261	263	231	576	297	298
EDC3	1883	1965	1432	2068	2476	1604
EDC4	70	57	69	92	85	67
EDDM3A	0	1	0	0	0	0
EDDM3B	2	5	4	2	0	0
EDEM1	847	929	823	1271	1386	1125
EDEM2	791	861	872	907	1359	923
EDEM3	626	437	537	900	719	444
EDF1	3866	5109	4052	4691	4909	4500
EDIL3	386	350	612	1872	1772	1443
EDN1	80	58	31	84	267	215
EDN2	0	0	0	0	0	2
EDN3	2	0	3	2	6	1
EDNRA	17	10	35	63	38	45
EDNRB	458	258	920	119	223	397
EDRF1	712	645	492	763	503	573
EEA1	1222	1103	1272	1848	1221	1169
EED	2245	3046	2886	3048	2784	2641
EEF1A1	14354	14326	13156	17919	18160	13433
EEF1A2	6	11	9	13	15	10
EEF1B2	5163	7017	5154	6788	6725	5147
EEF1D	387	456	375	599	433	457
EEF1E1	2293	1253	2207	2889	2091	1091
EEF1G	0	0	0	0	0	0
EEF2	14395	18920	14511	17679	19476	16676
EEF2K	328	474	340	378	407	458
EEF2KMT	348	394	282	454	525	265
EEFSEC	126	103	109	150	89	94
EEPD1	167	195	163	91	122	98
EFCAB1	43	74	58	79	83	78
EFCAB10	69	55	70	32	32	30
EFCAB11	464	557	542	501	508	486
EFCAB12	14	14	15	20	20	17
EFCAB13	39	40	42	25	31	29
EFCAB14	1061	870	867	1015	974	842
EFCAB2	1148	1182	1181	1752	1378	1220
EFCAB3	1	0	0	0	0	0
EFCAB5	11	12	11	12	9	18
EFCAB6	42	39	30	45	25	23
EFCAB7	342	445	465	479	481	461
EFCAB8	25	26	22	7	15	11
EFCAB9	2	0	1	0	0	3
EFCC1	0	0	0	0	0	0
EFEMP1	1430	507	993	247	222	218
EFEMP2	257	285	279	378	453	468
EFHB	18	37	33	29	26	35
EFHC1	877	839	877	732	852	929
EFHC2	140	185	132	209	184	171
EFHD1	86	68	78	68	72	76
EFHD2	110	129	95	127	85	126
EFNA1	625	538	489	316	472	306
EFNA2	3	2	0	6	4	2
EFNA3	38	33	49	31	42	80
EFNA4	382	356	348	412	443	369
EFNA5	2593	2019	2177	2449	2453	1973
EFNB1	180	171	194	144	192	176
EFNB2	2020	2435	1575	4857	3766	2321
EFNB3	137	211	150	187	246	207
EFR3A	567	423	505	920	679	636
EFR3B	755	744	734	820	1082	831
EFS	98	98	88	104	156	139
EFTUD2	11477	13005	9815	11937	13639	9783
EGF	381	276	239	162	116	96
EGFL6	0	0	3	9	3	2
EGFL7	100	92	83	196	178	166
EGFL8	0	0	0	0	0	0
EGFLAM	135	155	178	621	1144	1022
EGFR	21	35	30	16	35	18
EGLN1	214	235	407	384	369	425
EGLN2	102	155	92	123	157	140
EGLN3	1989	1315	1808	1312	791	1237
EGR1	10069	10485	19867	7808	7486	22101
EGR2	5	2	6	1	5	8
EGR3	7	0	20	5	5	24
EGR4	0	0	0	0	0	1
EHBP1	770	696	717	932	767	674
EHBP1L1	6	8	3	5	9	4
EHD1	177	175	162	259	190	196
EHD2	120	134	178	130	256	312
EHD3	167	200	193	319	283	213
EHD4	269	220	230	213	174	221
EHF	2	1	2	0	1	1
EHHADH	255	220	257	290	324	281
EHMT1	684	600	487	644	486	548
EHMT2	198	152	144	153	208	152
EI24	4191	4686	3953	5582	4525	4055
EID1	4450	3735	5211	5414	2664	3862
EID2	122	113	114	144	114	91
EID2B	72	60	55	60	34	67
EID3	91	74	89	80	60	76
EIF1	39672	52153	40748	44908	43345	42370
EIF1AD	3359	4045	2762	4075	4431	2967
EIF1AX	1821	1391	1662	2095	1286	1054
EIF1AY	22	18	9	151	105	45
EIF1B	3658	3580	3981	4096	3485	3065
EIF2A	7081	7645	6302	9015	6802	5858
EIF2AK1	894	984	764	1033	929	812
EIF2AK2	1301	1414	1462	1298	1161	1191
EIF2AK3	132	91	108	174	147	150
EIF2AK4	612	720	614	817	680	660
EIF2B1	4071	4198	3965	4675	4033	3599
EIF2B2	1420	1531	1279	1655	1698	1308
EIF2B3	3564	4537	3535	5437	5687	3979
EIF2B4	3187	3125	2353	3412	3695	2439
EIF2B5	1406	1445	1123	1754	1373	1088
EIF2D	1604	1718	1474	1947	2431	1531
EIF2S1	19520	24332	19382	25438	19720	18385
EIF2S2	5089	6838	6262	5877	4856	5611
EIF2S3	16315	17543	16030	19734	17761	13934
EIF3A	12533	12980	10873	15088	10642	10434
EIF3B	2273	2410	1807	2300	2377	1755
EIF3C	223	294	205	247	282	204
EIF3CL	4	6	2	4	8	5
EIF3D	10104	10679	9311	11198	12661	8667
EIF3E	23839	28396	24897	34716	25902	26002
EIF3F	2847	2388	2381	2875	2332	2368
EIF3G	2693	2744	2323	2974	2729	2241
EIF3H	13687	17348	15096	17194	16499	15848
EIF3I	17736	19952	16404	19997	23794	16059
EIF3J	2822	2990	2603	3960	2145	2256
EIF3K	10474	10485	8140	9573	8824	7308
EIF3L	7744	7893	6541	8791	9548	7133
EIF3M	18107	21408	18306	22941	18188	16968
EIF4A1	166	145	145	131	145	180
EIF4A2	9846	12759	12862	10848	13513	11583
EIF4A3	3801	4044	3546	4038	2768	2703
EIF4B	6565	7305	7857	6767	7571	6921
EIF4E	5271	3905	5529	6793	4929	3139
EIF4E1B	4	3	3	1	0	2
EIF4E2	5779	7683	5810	7398	7639	6707
EIF4E3	158	77	169	81	54	65
EIF4EBP1	1854	2077	1695	2887	2332	2023
EIF4EBP2	4999	5292	4026	5273	5783	4390
EIF4EBP3	9	6	7	7	6	8
EIF4ENIF1	530	449	334	504	507	415
EIF4G1	3800	3208	2553	4230	2629	2511
EIF4G2	90150	90676	76054	113874	91183	75846
EIF4G3	2055	2017	1682	2123	1701	1810
EIF4H	1648	1421	1489	1672	1261	1431
EIF5	13211	20228	12335	17988	16220	13222
EIF5A	11436	16975	9486	16099	9680	12492
EIF5A2	1056	752	918	791	608	498
EIF5AL1	166	179	142	241	108	140
EIF5B	9014	11372	8860	9561	7074	8158
EIF6	4535	5018	4051	4793	5285	4358
ELAC1	315	308	255	367	363	295
ELAC2	841	751	672	843	552	551
ELANE	0	0	0	0	0	0
ELAVL1	789	954	846	975	645	776
ELAVL2	66	40	37	33	22	43
ELAVL3	0	1	0	1	0	1
ELAVL4	20	32	34	13	20	32
ELF1	311	256	295	352	439	363
ELF2	847	585	591	714	537	560
ELF3	150	147	194	45	116	64
ELF4	59	55	48	40	61	56
ELF5	1	0	0	2	0	0
ELFN1	16	19	13	14	10	19
ELFN2	0	0	1	0	1	0
ELK1	121	113	112	95	127	104
ELK3	1042	835	1254	3140	2009	2125
ELK4	581	522	550	642	624	550
ELL	71	65	64	77	62	62
ELL2	586	313	620	174	199	279
ELL3	5	4	7	2	1	6
ELMO1	985	1039	888	774	894	651
ELMO2	2154	2222	1723	2585	2601	1933
ELMO3	25	11	23	15	15	14
ELMOD1	5	3	2	6	4	8
ELMOD2	1591	1139	1651	2206	1390	1223
ELMOD3	375	410	326	467	484	361
ELN	16	6	14	15	4	7
ELOF1	2562	2912	2157	2911	3286	2286
ELOVL1	1762	1844	1415	2820	3432	1698
ELOVL2	68	72	51	133	166	204
ELOVL3	20	9	16	15	16	16
ELOVL4	311	200	270	397	161	226
ELOVL5	11786	10659	10651	16575	12589	8753
ELOVL6	9482	10335	7889	14753	10389	7956
ELOVL7	55	27	61	42	30	19
ELP2	3768	4066	3660	3932	3837	3284
ELP3	1618	1983	1610	2207	2038	1681
ELP4	964	984	998	984	972	848
ELP5	2187	2378	1970	2671	2926	2120
ELP6	1723	1725	1456	1767	2038	1490
ELSPBP1	16	9	15	64	30	19
EMB	245	107	198	192	86	90
EMC1	3790	4318	3216	5201	5310	4188
EMC10	654	696	634	696	869	784
EMC2	2943	3581	3535	3489	2964	3329
EMC3	2660	3125	2328	3542	3439	2715
EMC4	3102	3407	2700	4402	3567	2948
EMC6	32	67	38	47	16	59
EMC7	2693	3336	2563	4054	3884	2717
EMC8	325	365	281	418	280	287
EMC9	315	315	279	307	358	286
EMCN	0	0	1	0	2	1
EMD	413	585	420	536	498	438
EME1	424	593	586	504	684	604
EME2	20	16	10	18	15	16
EMG1	950	1299	1156	1264	1086	1193
EMID1	3	5	10	5	3	9
EMILIN1	7	13	11	23	24	25
EMILIN2	279	283	192	390	357	247
EMILIN3	13	7	6	7	7	11
EML1	200	133	163	214	194	136
EML2	165	191	174	155	281	135
EML3	41	48	30	45	37	53
EML4	3233	2775	3022	2999	2407	2189
EML5	3	2	0	1	1	1
EML6	13	6	11	4	10	11
EMP1	15	32	39	130	161	152
EMP2	1409	1737	1325	982	1254	1083
EMP3	884	1530	1242	2280	2309	2398
EMX1	1	0	1	0	2	3
EMX2	0	1	1	1	0	1
EN1	3	4	2	4	2	1
EN2	0	1	0	1	1	0
ENAH	13161	9815	12636	13514	13246	8556
ENAM	0	0	0	0	1	0
ENC1	1358	1380	819	3026	1956	1416
ENDOD1	93	163	184	891	785	728
ENDOG	14	7	9	18	5	8
ENDOU	0	2	1	0	0	0
ENDOV	186	169	189	156	179	201
ENG	24	22	12	15	16	26
ENGASE	31	29	27	24	25	32
ENHO	26	14	20	12	6	5
ENKD1	27	35	25	58	49	49
ENKUR	11	4	11	7	5	4
ENO1	119331	146409	143216	159586	201876	180860
ENO2	572	650	1874	923	1829	3106
ENO3	267	362	225	588	687	345
ENO4	8	13	12	9	9	15
ENOPH1	2072	1470	2200	2086	1489	1188
ENOSF1	2240	2016	1638	2419	2501	1956
ENOX1	6	7	12	27	22	17
ENOX2	527	412	410	425	364	310
ENPEP	95	89	110	46	111	95
ENPP1	2924	2834	3073	1222	2138	2575
ENPP2	558	598	514	1665	1440	1709
ENPP3	7	7	11	1	24	13
ENPP4	147	70	149	92	70	57
ENPP5	238	135	297	67	57	90
ENPP6	9	2	15	0	4	4
ENPP7	0	0	0	0	0	0
ENSA	4013	4339	3636	4355	4886	3478
ENTHD1	1	1	0	0	0	0
ENTPD1	851	665	641	821	759	664
ENTPD2	2	1	1	0	0	0
ENTPD3	20	38	68	997	671	591
ENTPD4	878	853	783	1912	1026	897
ENTPD5	245	314	252	313	409	324
ENTPD6	332	331	295	384	361	322
ENTPD7	541	520	349	635	559	447
ENTPD8	0	0	4	0	0	0
ENY2	5870	6520	5568	6794	4276	4973
EOGT	1921	1249	1583	1983	1480	1459
EOMES	893	261	389	164	78	177
EP300	1542	1306	1100	1356	1373	1035
EP400	511	523	473	495	519	578
EPAS1	9	27	32	9	28	23
EPB41	324	293	292	363	270	270
EPB41L1	153	163	160	114	148	180
EPB41L2	2934	2976	2491	3451	3031	2451
EPB41L3	361	283	269	284	253	227
EPB41L4A	166	150	134	131	100	131
EPB41L4B	137	85	95	37	44	44
EPB41L5	672	799	770	831	836	706
EPB42	3	2	4	0	0	0
EPC1	641	665	534	733	501	577
EPC2	313	213	188	275	188	175
EPCAM	1040	525	1145	326	264	333
EPDR1	112	83	72	195	122	91
EPG5	258	222	264	325	280	199
EPGN	1	0	1	3	1	0
EPHA1	276	88	175	40	46	45
EPHA10	0	2	3	1	0	0
EPHA2	385	287	232	396	480	338
EPHA3	2	4	13	2	4	25
EPHA4	813	435	563	346	688	758
EPHA5	3	1	0	3	0	1
EPHA6	8	1	6	1	1	0
EPHA7	347	780	515	810	1627	1092
EPHA8	1	0	1	1	0	0
EPHB1	53	67	58	146	174	163
EPHB2	388	477	297	293	409	250
EPHB3	82	66	74	85	85	86
EPHB4	340	366	276	326	415	330
EPHB6	9	5	6	6	2	3
EPHX1	1335	781	860	975	862	603
EPHX2	226	212	196	228	324	333
EPHX3	49	17	29	11	14	18
EPHX4	11	9	14	11	7	3
EPM2A	61	55	52	49	58	65
EPM2AIP1	1942	1884	1994	2249	1923	1877
EPN1	168	143	115	151	141	142
EPN2	346	346	280	296	261	347
EPN3	3	6	4	5	3	5
EPO	8	6	5	2	7	7
EPOR	97	104	101	120	128	153
EPPIN	5	2	5	3	2	3
EPPK1	264	153	415	15	28	55
EPS15	1586	1504	1618	1835	1453	1512
EPS15L1	955	1112	865	1353	1332	1100
EPS8	88	77	65	79	94	97
EPS8L1	33	49	47	25	43	31
EPS8L2	22	12	32	12	13	26
EPS8L3	1	4	1	0	2	0
EPSTI1	23	41	52	30	30	68
EPX	11	8	7	8	15	16
EPYC	0	0	0	0	0	0
EQTN	0	0	2	2	0	2
ERAL1	5190	5419	4301	4998	6536	4073
ERAP1	125	100	149	284	243	207
ERAP2	223	137	125	321	240	140
ERAS	4	2	0	0	1	0
ERBB2	312	256	298	294	404	246
ERBB3	363	195	333	66	68	75
ERBB4	762	674	1145	3404	1699	1796
ERC1	873	1046	900	710	1018	841
ERC2	961	1389	972	572	843	694
ERCC1	976	1061	905	1764	1645	1327
ERCC2	484	608	487	440	601	433
ERCC3	3613	3742	2779	4086	4318	2935
ERCC4	442	523	452	610	481	434
ERCC5	189	243	200	274	225	255
ERCC6	175	158	138	119	135	135
ERCC6L	1144	1058	959	1157	832	759
ERCC6L2	1127	1064	1053	1069	919	956
ERCC8	1020	1172	1081	1501	1187	987
EREG	3	3	6	5	2	0
ERF	56	65	32	72	70	63
ERG	5	14	3	91	212	136
ERGIC1	1007	1292	1041	1593	1704	1331
ERGIC2	3947	4069	4483	5383	4085	4676
ERGIC3	7451	8439	7264	8335	12240	8897
ERH	9042	11189	9010	11796	11277	8844
ERI1	1115	735	988	1114	669	585
ERI2	470	514	468	546	432	374
ERI3	2128	2184	1847	1993	2541	1809
ERICH1	641	593	598	493	344	506
ERICH2	76	53	74	34	29	34
ERICH3	8	19	4	13	22	9
ERICH4	0	0	0	2	0	0
ERICH5	33	16	22	6	8	6
ERICH6	1	1	2	4	1	4
ERICH6B	2	4	3	1	1	0
ERLEC1	1638	1384	1493	2252	1413	1609
ERLIN1	2544	2967	2334	3302	2934	2821
ERLIN2	660	606	610	723	798	591
ERMAP	114	103	74	106	98	70
ERMARD	200	265	245	255	285	222
ERMN	0	1	0	1	1	2
ERMP1	177	119	162	98	115	109
ERN1	179	134	127	248	200	206
ERN2	5	3	3	2	4	0
ERP27	38	47	55	15	51	50
ERP29	6677	7819	7594	7400	11488	8131
ERP44	3471	3616	3495	4984	4206	3723
ERRFI1	956	1000	829	1546	1163	970
ESAM	4	2	6	68	164	87
ESCO1	2418	2036	2444	1784	1342	1770
ESCO2	1746	1648	1599	1758	1227	1123
ESD	4882	6331	5837	6660	5520	6374
ESF1	6692	8320	6759	6819	4706	5750
ESM1	0	0	0	2	2	4
ESPL1	831	857	711	824	1072	718
ESPN	3	2	4	0	0	1
ESPNL	1	3	0	2	2	1
ESR1	0	0	0	1	0	0
ESR2	11	4	10	11	11	5
ESRP1	1882	703	1853	167	141	284
ESRP2	46	19	47	16	14	5
ESRRA	28	16	28	31	26	25
ESRRB	11	0	5	1	0	3
ESRRG	45	17	24	7	13	6
ESX1	0	0	0	0	0	0
ESYT1	2234	2350	2302	2439	2570	2497
ESYT2	349	327	391	399	381	315
ESYT3	33	8	24	13	18	15
ETAA1	558	425	725	584	364	436
ETF1	5035	5002	4620	5902	4000	3765
ETFA	3159	3643	3361	4471	3746	3358
ETFB	594	773	607	980	1270	876
ETFDH	565	573	480	685	603	467
ETHE1	140	144	146	216	313	204
ETNK1	10628	7222	11497	14547	10986	8395
ETNK2	41	21	28	23	19	10
ETNPPL	11	9	8	0	1	3
ETS1	598	528	374	414	584	426
ETS2	234	279	258	349	203	321
ETV1	616	385	677	686	605	510
ETV2	18	9	14	20	18	24
ETV3	2812	3392	2507	5295	5601	3220
ETV3L	3	2	0	0	1	0
ETV4	2488	1235	1366	1769	1223	1019
ETV5	1108	1180	1132	1359	1288	1330
ETV6	737	709	606	713	863	722
ETV7	5	5	2	2	1	7
EVA1A	38	41	45	13	10	27
EVA1B	8	12	15	21	16	14
EVA1C	9	2	7	6	5	5
EVC	55	48	40	73	81	56
EVC2	87	79	52	71	70	58
EVI2A	27	14	26	9	17	34
EVI2B	20	5	11	8	6	9
EVI5	521	493	535	988	751	608
EVI5L	2	7	6	6	10	7
EVL	279	274	184	318	331	252
EVPL	5	8	4	3	1	5
EVPLL	1	0	1	0	0	0
EVX1	370	266	144	227	206	113
EVX2	9	7	12	20	4	16
EWSR1	4011	3113	3031	4037	2753	2749
EXD1	2	0	2	3	4	3
EXD2	510	519	564	711	709	646
EXD3	20	33	32	26	38	31
EXO1	2406	2627	1913	2842	2242	1768
EXO5	315	321	194	415	395	243
EXOC1	1236	1246	1291	1529	1170	1279
EXOC2	1628	1706	1523	1543	1533	1459
EXOC3	646	613	528	679	780	584
EXOC3L1	1	6	7	6	5	8
EXOC3L2	9	21	16	17	26	33
EXOC3L4	0	1	0	0	2	1
EXOC4	1581	1574	1416	1326	1739	1618
EXOC5	1542	1140	1506	2124	1072	1201
EXOC6	167	112	142	167	134	150
EXOC6B	755	727	703	685	668	550
EXOC7	1373	1521	1412	1277	1917	1506
EXOC8	192	110	171	188	138	115
EXOG	673	698	545	823	632	580
EXOSC1	1816	2166	1796	2150	1939	1680
EXOSC10	5283	5712	4134	6253	6208	4699
EXOSC2	3247	3819	2512	3625	3472	2520
EXOSC3	1684	1553	1518	1863	888	1257
EXOSC4	462	502	403	692	510	385
EXOSC5	1612	1525	1210	1550	1557	1070
EXOSC6	2608	2911	2068	2949	2501	1997
EXOSC7	2686	3022	2531	2880	3372	2428
EXOSC8	10910	14496	11963	14441	11835	10910
EXOSC9	4214	5152	4229	4884	4306	3793
EXPH5	225	242	225	194	195	136
EXT1	1040	1149	880	1294	1245	986
EXT2	1470	1902	1524	2794	2309	2127
EXTL1	6	4	4	1	5	5
EXTL2	3646	4380	3890	4754	3814	3516
EXTL3	1314	1579	1109	1175	1420	975
EYA1	23	15	43	14	18	16
EYA2	8	7	13	8	11	10
EYA3	4080	4070	3289	4078	5189	3095
EYA4	1	2	0	3	3	1
EYS	10	1	14	11	5	7
EZH1	303	363	332	298	480	338
EZH2	1857	1923	1503	2137	1478	1530
EZR	9878	9575	10726	11277	9593	8154
F10	15	51	58	37	54	85
F11	0	0	0	1	0	0
F11R	1878	1250	1645	413	794	753
F12	12	8	12	4	11	11
F13A1	4	6	1	3	1	2
F13B	0	0	0	0	0	0
F2	7	3	1	6	11	9
F2R	264	214	334	485	510	529
F2RL1	485	269	594	300	517	643
F2RL2	136	138	170	216	594	472
F2RL3	2	1	0	0	5	1
F3	457	262	348	308	252	234
F5	3	16	7	53	38	24
F7	3	2	3	4	4	5
F8	42	53	40	47	43	43
F8A1	13	24	19	13	12	16
F8A2	0	0	0	0	0	0
F8A3	0	0	0	0	0	0
F9	0	0	0	0	0	0
FA2H	9	2	5	0	0	0
FAAH	13	20	12	25	25	15
FAAH2	129	75	191	32	34	46
FAAP100	116	104	95	140	130	118
FAAP20	130	155	131	207	133	137
FAAP24	395	442	334	453	420	370
FABP1	1	3	3	1	3	2
FABP12	1	4	1	1	1	0
FABP2	0	0	0	0	0	0
FABP3	396	363	376	1273	831	670
FABP4	0	5	2	5	1	4
FABP5	168	456	218	152	84	161
FABP6	18	22	35	46	30	34
FABP7	334	523	527	241	159	190
FABP9	0	0	0	2	0	0
FADD	29	29	25	30	24	27
FADS1	9765	11448	8905	12580	11995	9652
FADS2	2391	2738	2438	3475	3192	2935
FADS3	18	12	18	23	19	23
FADS6	3	5	4	1	2	5
FAF1	420	536	480	496	495	432
FAF2	3447	3386	2500	3946	4168	3152
FAH	751	962	767	952	1715	1066
FAHD1	1365	1545	1213	1964	1568	1466
FAHD2A	376	390	368	367	428	330
FAHD2B	92	92	80	54	108	83
FAIM	1051	808	850	929	657	585
FAIM2	11	5	12	11	10	9
FAM102A	107	72	62	120	91	54
FAM102B	314	208	212	303	212	169
FAM104A	1151	1146	1158	1168	829	944
FAM104B	734	839	781	893	731	792
FAM107A	1	3	14	2	5	0
FAM107B	453	411	406	321	354	335
FAM110A	30	25	32	25	13	22
FAM110B	644	702	688	529	902	700
FAM110C	1	2	2	0	0	0
FAM110D	7	7	9	2	12	9
FAM111A	405	170	295	88	89	83
FAM111B	1122	589	813	621	476	458
FAM114A1	892	1351	1282	2056	3130	2878
FAM114A2	734	813	869	1300	1019	943
FAM117A	124	122	120	103	113	86
FAM117B	686	549	718	599	500	494
FAM118A	401	414	297	632	511	409
FAM118B	3217	3600	2905	3676	3223	2699
FAM120A	718	600	625	931	633	541
FAM120AOS	518	442	443	486	408	405
FAM120B	78	75	88	91	137	96
FAM120C	92	105	64	73	69	55
FAM122A	199	157	173	223	108	164
FAM122B	489	369	506	565	452	390
FAM122C	158	133	107	116	126	124
FAM124A	45	23	49	17	9	10
FAM124B	13	16	13	78	178	125
FAM126A	4450	3762	3625	5341	3790	2849
FAM126B	873	702	547	833	824	504
FAM131A	112	99	93	92	129	96
FAM131B	22	9	26	6	9	4
FAM131C	0	0	0	0	0	0
FAM133A	11	27	28	34	21	40
FAM133B	609	605	637	629	409	468
FAM135A	868	697	707	624	428	420
FAM135B	12	4	5	2	5	2
FAM136A	5708	4369	4326	5392	4318	3130
FAM13A	1524	1593	1566	2193	1591	1875
FAM13B	503	330	309	375	266	303
FAM13C	11	8	11	8	11	15
FAM149A	29	22	24	38	27	29
FAM149B1	431	420	388	635	377	342
FAM151A	13	12	11	9	6	18
