Hyphen	Neg1	Neg2	Neg3	Pos1	Pos2	Pos3
CTPS2	691	790	748	596	640	595
CTR9	2756	2847	2526	3077	2586	2423
CTRB1	0	0	0	0	0	0
CTRB2	0	0	0	0	0	0
CTRC	2	1	1	0	1	2
CTRL	0	0	0	0	0	0
CTSA	1316	1147	965	1545	1414	1094
CTSB	3865	5035	4350	8193	15183	10010
CTSC	11346	9903	11198	16844	15072	11128
CTSD	592	472	473	719	584	633
CTSE	9	44	47	29	137	164
CTSF	41	35	40	41	33	40
CTSG	1	1	1	1	0	2
CTSH	160	120	112	104	117	78
CTSK	411	251	273	288	291	193
CTSL	2451	2984	2515	4903	4493	3650
CTSO	2	1	1	10	0	4
CTSS	2	0	0	5	2	3
CTSV	6611	9362	8423	9324	11370	10726
CTSW	3	0	1	0	1	2
CTSZ	23	25	13	21	38	31
CTTN	14328	13205	12036	18008	24157	12660
CTTNBP2	80	96	75	67	82	51
CTTNBP2NL	1142	1169	1069	1355	1333	1096
CTU1	8	2	3	3	2	3
CTU2	54	53	34	71	42	37
CTXN1	20	32	20	23	17	19
CTXN2	0	0	0	0	0	0
CTXN3	3	2	5	3	0	0
CUBN	14	16	15	26	48	36
CUEDC1	136	154	87	82	116	64
CUEDC2	863	1022	928	1252	1311	1041
CUL1	3569	3670	2989	4177	2654	2772
CUL2	3346	3488	3380	4047	3510	3186
CUL3	798	746	689	742	751	602
CUL4A	1557	1259	1050	1511	1195	840
CUL4B	1880	2060	2173	2627	2113	2052
CUL5	2832	2710	2825	3787	2567	2624
CUL7	339	336	272	502	586	365
CUL9	70	73	60	68	103	84
CUTA	1511	1817	1491	2111	2645	1614
CUTC	1393	1660	1638	1514	1590	1399
CUX1	1442	1514	1269	1367	1424	1487
CUX2	20	9	9	6	8	2
CUZD1	40	36	51	25	51	37
CWC15	3611	5121	4281	5036	4106	4822
CWC22	3346	3255	3110	3523	2850	2612
CWC25	305	332	227	319	287	274
CWC27	3621	4676	3842	3742	3411	3339
CWF19L1	2093	2207	1733	2339	2149	1842
CWF19L2	986	1081	899	894	628	922
CWH43	0	0	0	0	0	0
CX3CL1	10	9	10	14	17	13
CX3CR1	1	2	5	4	1	1
CXADR	18496	19538	22045	36334	31226	18447
CXCL1	2	1	2	0	0	1
CXCL10	0	0	0	0	0	3
CXCL11	92	78	108	100	86	110
CXCL12	450	286	417	127	90	96
CXCL13	0	0	0	0	0	0
CXCL14	114	181	225	71	74	195
CXCL16	0	1	4	2	1	1
CXCL17	1	5	0	1	2	2
CXCL2	8	3	1	11	2	5
CXCL3	12	11	11	6	8	10
CXCL5	83	42	74	44	23	27
CXCL6	7	1	8	1	3	1
CXCL8	0	0	0	0	0	1
CXCL9	0	0	0	0	0	0
CXCR1	0	0	0	0	0	0
CXCR2	7	6	4	3	4	4
CXCR3	0	0	0	0	1	0
CXCR4	54	55	82	2270	1160	1409
CXCR5	1	0	0	0	0	0
CXCR6	2	9	0	1	9	11
CXorf38	171	222	215	188	250	215
CXorf49	0	0	0	0	0	0
CXorf49B	0	0	0	0	0	1
CXorf51A	0	0	0	0	0	0
CXorf51B	0	0	0	0	0	0
CXorf56	597	761	636	686	632	473
CXorf58	2	1	1	0	0	8
CXorf65	16	25	18	25	18	20
CXorf66	0	0	0	0	0	0
CXXC1	1090	875	708	882	875	574
CXXC4	23	24	58	31	48	58
CXXC5	777	455	598	235	225	389
CYB561	647	763	478	619	531	423
CYB561A3	381	280	225	312	406	214
CYB561D1	70	81	47	69	90	63
CYB561D2	392	329	302	511	480	342
CYB5A	9740	18665	14019	32394	28846	24717
CYB5B	12851	15537	11695	19715	14275	12545
CYB5D1	24	41	21	45	37	30
CYB5D2	339	329	265	364	388	370
CYB5R1	541	499	504	701	856	600
CYB5R2	1349	1789	1432	1100	1541	1187
CYB5R3	1393	1238	1175	1909	1470	1526
CYB5R4	579	491	591	941	589	542
CYB5RL	122	96	79	110	113	102
CYBA	378	435	428	371	371	531
CYBB	0	0	0	0	0	0
CYBRD1	193	170	187	186	216	179
CYC1	1159	1274	1089	1622	1388	1049
CYCS	9843	8002	9668	12035	7288	5428
CYFIP1	1364	1372	1261	1898	1639	1387
CYFIP2	386	282	432	328	474	314
CYGB	13	25	17	17	6	38
CYHR1	89	88	105	105	101	82
CYLC1	0	0	0	0	0	0
CYLC2	0	0	0	0	0	0
CYLD	339	342	286	534	427	354
CYP11A1	78	111	104	58	70	74
CYP11B1	0	0	0	0	0	0
CYP11B2	0	0	0	0	0	0
CYP17A1	2	3	1	1	3	1
CYP19A1	14	14	10	8	11	15
CYP1A1	2	3	5	12	61	22
CYP1A2	0	0	1	0	0	0
CYP1B1	730	425	609	2873	1089	840
CYP20A1	2582	2573	2182	3137	2458	2106
CYP21A2	0	0	0	0	0	1
CYP24A1	21	9	29	6	5	4
CYP26A1	1131	1154	1066	158	317	417
CYP26B1	27	30	19	10	19	11
CYP26C1	0	1	0	0	0	2
CYP27A1	414	472	369	253	291	227
CYP27B1	24	14	10	8	14	18
CYP27C1	186	150	106	165	121	116
CYP2A13	0	0	0	0	1	0
CYP2A6	1	0	0	1	2	2
CYP2A7	2	0	0	2	0	0
CYP2B6	23	7	15	0	1	0
CYP2C18	1	0	1	1	1	0
CYP2C19	0	0	0	0	0	0
CYP2C8	13	20	8	16	9	8
CYP2C9	7	6	8	1	1	3
CYP2D6	0	0	0	0	0	0
CYP2D7	0	0	1	0	1	0
CYP2E1	1	3	2	3	5	9
CYP2F1	0	0	4	0	0	2
CYP2J2	41	73	22	257	138	87
CYP2R1	296	451	391	327	347	410
CYP2S1	431	192	318	74	93	83
CYP2U1	25	23	29	63	39	33
CYP2W1	0	0	0	0	0	0
CYP39A1	35	37	45	36	20	39
CYP3A4	2	0	0	1	0	2
CYP3A43	0	0	0	1	0	1
CYP3A5	109	54	65	66	80	94
CYP3A7	0	1	1	1	1	0
CYP46A1	11	4	3	2	5	9
CYP4A11	0	0	1	1	1	1
CYP4A22	0	0	1	0	0	0
CYP4B1	0	1	0	0	1	0
CYP4F11	0	0	0	0	0	0
CYP4F12	0	0	0	0	0	0
CYP4F2	0	0	0	0	1	0
CYP4F22	5	1	3	1	1	0
CYP4F3	0	3	1	2	2	2
CYP4F8	0	0	0	0	0	0
CYP4V2	19	7	5	18	33	15
CYP4X1	61	83	56	142	103	124
CYP4Z1	1	1	0	1	0	2
CYP51A1	432	426	311	581	415	356
CYP7A1	0	0	0	0	0	0
CYP7B1	12	12	20	19	10	25
CYP8B1	0	0	0	0	0	1
CYS1	0	0	2	3	2	1
CYSLTR1	17	20	7	165	55	39
CYSLTR2	3	3	1	21	35	10
CYSRT1	2	0	1	3	3	1
CYSTM1	898	983	1015	707	1084	766
CYTH1	120	129	106	128	85	155
CYTH2	792	811	531	1016	1107	857
CYTH3	38	38	31	38	28	21
CYTH4	2	0	0	0	0	1
CYTIP	1	0	5	0	1	2
CYTL1	73	37	88	175	115	110
CYYR1	1069	833	934	1066	690	650
D2HGDH	12	10	15	15	8	16
DAAM1	3631	4123	4110	2855	3334	3686
DAAM2	33	27	24	29	33	47
DAB1	502	176	341	149	79	110
DAB2	1677	2696	1548	6574	4966	3484
DAB2IP	114	133	88	133	120	112
DACH1	14	14	33	63	42	40
DACH2	52	51	54	68	45	30
DACT1	141	143	171	133	134	170
DACT2	1	0	1	0	1	1
DACT3	48	64	70	77	107	114
DAD1	9512	14233	10697	13752	11175	13009
DAG1	783	829	864	884	920	717
DAGLA	9	10	7	15	10	9
DAGLB	374	368	336	360	339	264
DALRD3	156	146	151	157	158	160
DAND5	4	8	1	1	1	6
DAO	0	0	0	0	1	1
DAOA	0	0	0	0	0	0
DAP	666	786	541	892	1090	718
DAP3	4918	5603	4528	7087	6632	5619
DAPK1	384	295	376	383	374	279
DAPK2	3	10	9	7	9	9
DAPK3	83	85	71	96	84	89
DAPL1	3	2	0	0	1	2
DAPP1	2	2	1	1	1	0
DARS2	2934	2970	2611	3025	2573	2122
DAW1	19	12	17	24	19	28
DAXX	783	850	633	748	1016	595
DAZ1	0	0	0	0	0	0
DAZ2	0	0	0	0	0	0
DAZ3	0	0	0	0	0	0
DAZ4	0	0	0	0	0	0
DAZAP1	375	424	340	351	231	282
DAZAP2	3132	3807	3719	5574	6029	4977
DAZL	4	0	9	1	2	2
DBF4	1814	1735	1815	2532	1635	1331
DBF4B	482	548	410	447	589	446
DBH	0	0	0	0	0	2
DBI	12784	18228	13366	19770	15829	15578
DBN1	1276	834	874	1426	719	994
DBNDD1	98	48	72	40	26	25
DBNDD2	2	4	4	1	2	2
DBNL	863	770	708	918	869	875
DBP	31	38	36	39	42	21
DBR1	1107	896	984	1136	940	765
DBT	835	763	802	821	719	609
DBX1	0	0	0	1	0	0
DBX2	0	2	1	0	0	0
DCAF10	441	337	400	625	467	399
DCAF11	1128	1097	885	1060	1279	845
DCAF12	1181	1099	915	1636	1092	1036
DCAF12L1	30	8	17	13	2	3
DCAF12L2	0	0	3	2	2	3
DCAF13	12234	12779	11352	12456	10507	8558
DCAF15	87	67	59	101	53	73
DCAF16	2841	2707	2979	3068	2578	2307
DCAF17	575	422	548	539	416	350
DCAF4	578	602	481	462	323	364
DCAF4L1	81	31	64	51	48	25
DCAF4L2	0	0	0	0	1	0
DCAF5	1387	1645	1289	1575	2002	1574
DCAF6	493	606	467	647	528	460
DCAF7	5707	6823	5110	5986	7382	5836
DCAF8	1447	1416	1159	1419	1663	1153
DCAF8L1	0	0	1	0	0	1
DCAF8L2	0	0	0	0	0	0
DCAKD	1534	2244	1635	1868	1828	1929
DCANP1	0	0	0	0	0	0
DCBLD1	197	130	165	215	218	228
DCBLD2	5333	4587	4985	7555	6883	4648
DCC	7	14	14	12	7	27
DCD	0	0	0	0	0	1
DCDC1	8	15	13	8	9	11
DCDC2	25	22	16	14	14	11
DCDC2B	7	2	4	4	17	8
DCDC2C	0	0	0	0	0	0
DCHS1	126	116	110	216	237	186
DCHS2	1	0	4	3	4	1
DCK	1349	1041	1176	1522	896	858
DCLK1	894	301	765	38	28	34
DCLK2	1	0	1	2	5	5
DCLK3	5	4	5	2	2	0
DCLRE1A	946	853	813	1314	891	767
DCLRE1B	929	1067	764	1245	1180	827
DCLRE1C	3627	3301	2432	3219	2770	2626
DCN	19	8	30	57	53	52
DCP1A	4245	4731	3405	6081	6639	4163
DCP1B	1033	1213	1185	1137	1367	1267
DCP2	8094	7320	8236	8838	8894	5805
DCPS	1137	1270	1006	1292	1707	952
DCST1	3	1	1	3	2	5
DCST2	3	0	4	1	3	4
DCSTAMP	0	0	0	0	0	0
DCT	4	2	1	4	3	6
DCTD	2194	2347	2047	3333	3098	2409
DCTN1	2113	2116	1772	2354	2578	1891
DCTN2	2385	2823	2716	2805	2967	2878
DCTN3	430	569	447	649	664	595
DCTN4	2597	2273	2174	3347	2681	2189
DCTN5	4218	4338	3279	4863	4896	3558
DCTN6	724	526	655	1127	891	506
DCTPP1	2152	2091	1521	1859	1708	1128
DCUN1D1	3766	2689	3696	4027	2909	2320
DCUN1D2	365	461	399	379	377	424
DCUN1D3	807	953	670	900	904	897
DCUN1D4	3594	2921	3259	4344	3102	2700
DCUN1D5	1467	1494	1756	1685	801	1238
DCX	38	18	47	4	3	9
DCXR	805	902	691	1003	512	667
DDA1	811	937	738	1302	843	849
DDAH1	1272	970	905	2776	1910	1407
DDAH2	111	109	101	119	146	122
DDB1	11782	13372	10456	12799	15681	10304
DDB2	1167	1161	1179	1139	1791	1575
DDC	6	9	5	4	10	7
DDHD1	495	389	506	426	464	485
DDHD2	245	280	315	321	285	350
DDI1	0	0	0	0	0	0
DDI2	1135	1050	845	1059	960	740
DDIAS	3138	2910	2335	4209	2604	2029
DDIT3	317	334	383	341	444	443
DDIT4	168	216	790	231	199	796
DDIT4L	20	17	74	14	12	50
DDN	0	5	2	0	1	4
DDO	0	0	1	0	0	0
DDOST	12947	13028	11322	13161	21886	12150
DDR1	23	15	13	7	13	7
DDR2	212	280	204	836	901	593
DDRGK1	155	134	142	118	94	105
DDT	0	0	1	0	0	0
DDTL	3	0	0	0	0	1
DDX1	18945	19924	16222	21072	19741	15885
DDX10	4237	4771	3983	4438	3606	3514
DDX11	445	408	364	404	420	335
DDX17	4455	5533	4307	5868	4083	5098
DDX18	7582	9186	7421	10095	5916	7413
DDX19A	1646	1750	1240	1818	1778	1308
DDX19B	401	389	349	419	433	335
DDX20	1088	1050	873	1284	600	682
DDX21	14837	13646	11902	16044	10313	8235
DDX23	2052	2366	1908	2362	2875	1983
DDX24	837	978	721	969	1043	804
DDX25	181	113	146	90	64	69
DDX27	4430	5031	4046	3801	4103	3439
DDX28	267	212	162	266	160	112
DDX31	751	788	634	924	731	552
DDX39A	6009	5831	3898	6929	7243	3981
DDX39B	0	0	0	0	0	0
DDX3X	22334	21810	19731	27908	16341	17817
DDX3Y	5873	6427	5705	8316	6159	6351
DDX4	0	0	0	0	0	0
DDX41	1858	1983	1948	2146	2895	2659
DDX42	2648	2860	2275	2345	2464	2127
DDX43	6	6	10	4	6	4
DDX46	5248	5920	4664	5605	4300	4492
DDX47	240	227	283	244	303	262
DDX49	593	550	372	724	593	415
DDX5	93028	96155	86023	106317	93605	78353
DDX50	2503	2951	3157	3060	2869	3146
DDX51	232	211	185	207	211	195
DDX52	1619	1641	1378	1558	1181	1247
DDX53	0	0	1	3	1	0
DDX54	200	254	249	218	177	246
DDX55	2242	2785	2516	2574	2328	2240
DDX56	3027	2874	2119	3511	2914	2189
DDX58	1524	988	893	693	480	658
DDX59	585	704	523	986	586	503
DDX6	2751	2544	2340	2036	2259	1798
DDX60	31	15	30	15	20	18
DDX60L	19	10	19	18	24	30
DEAF1	70	33	38	53	73	51
DECR1	967	1219	1016	1309	1345	1251
DECR2	7	7	4	9	7	13
DEDD	2383	2615	2110	2635	2893	2019
DEDD2	91	95	65	78	63	78
DEF6	21	35	21	30	22	23
DEF8	907	994	851	1342	1488	1060
DEFA1	0	0	0	0	0	0
DEFA1B	0	0	0	0	0	0
DEFA3	0	0	0	0	0	0
DEFA4	0	0	0	0	0	0
DEFA5	15	19	7	12	6	5
DEFA6	268	273	112	311	122	123
DEFB1	1	1	0	1	2	0
DEFB103A	0	0	0	0	0	0
DEFB103B	0	0	0	0	0	0
DEFB104A	0	1	1	0	1	0
DEFB104B	0	1	0	0	0	0
DEFB105A	0	0	0	0	0	0
DEFB105B	0	0	0	0	0	0
DEFB106A	0	0	0	0	0	0
DEFB106B	0	0	0	0	0	0
DEFB107A	0	0	0	0	0	0
DEFB107B	0	0	0	0	0	0
DEFB108B	0	0	0	0	0	0
DEFB110	0	0	0	0	1	0
DEFB112	0	0	0	0	0	0
DEFB113	0	0	0	0	0	0
DEFB114	0	0	0	0	0	0
DEFB115	0	0	0	0	0	0
DEFB116	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0
DEFB124	0	0	0	0	0	0
DEFB125	0	0	1	0	0	0
DEFB126	0	2	5	4	1	2
DEFB127	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0
DEFB129	0	0	0	0	0	0
DEFB132	15	7	10	6	9	7
DEFB133	1	4	3	4	3	1
DEFB134	0	0	0	0	0	0
DEFB135	0	0	0	0	0	0
DEFB136	0	0	0	0	0	1
DEFB4A	0	0	0	0	0	0
DEFB4B	0	0	0	0	0	0
DEGS1	3490	4074	3209	4790	3323	3324
DEGS2	1	0	1	0	0	2
DEK	5166	4091	5423	5824	2623	3250
DELEC1	126	95	96	51	44	38
DENND1A	1802	2294	1627	3784	5054	2292
DENND1B	49	53	71	58	73	63
DENND1C	12	3	21	1	0	13
DENND2A	31	50	37	87	81	64
DENND2C	468	566	377	344	252	417
DENND2D	34	34	23	14	14	23
DENND3	16	14	16	17	22	31
DENND4A	158	151	145	169	155	150
DENND4B	381	387	290	348	444	354
DENND4C	1106	1475	1217	2176	2391	1783
DENND5A	1278	1255	1268	1304	1362	1082
DENND5B	389	490	458	630	685	564
DENND6A	278	251	277	342	287	238
DENND6B	9	7	6	8	11	18
DENR	7314	7086	7939	7973	4956	6095
DEPDC1	1519	1323	1479	2044	1460	1211
DEPDC1B	3621	3415	3451	4017	2927	2469
DEPDC4	197	167	237	144	139	152
DEPDC5	407	444	308	523	612	390
DEPDC7	657	623	590	1935	926	861
DEPTOR	61	87	64	258	91	60
DERA	2953	3888	4347	5280	4131	5313
DERL1	2231	2168	1981	2881	2019	1830
DERL2	5130	5311	4492	6813	5490	4802
DERL3	25	17	18	37	31	13
DES	17	40	43	51	34	56
DESI1	612	558	392	556	495	409
DESI2	1053	803	902	1108	766	689
DET1	247	254	230	392	424	277
DEXI	0	0	0	0	0	0
DFFA	6492	6371	5290	4473	6044	4073
DFFB	141	119	90	153	163	96
DGAT1	50	51	44	64	77	59
DGAT2	9	2	7	13	5	7
DGAT2L6	0	0	0	0	2	1
DGCR2	496	439	392	507	517	390
DGCR6	9	5	3	2	5	7
DGCR6L	193	188	160	231	198	169
DGCR8	748	873	604	794	735	628
DGKA	163	213	228	217	304	268
DGKB	126	250	264	52	133	161
DGKD	175	211	156	322	418	289
DGKE	98	77	156	63	40	72
DGKG	31	25	19	27	54	59
DGKH	98	105	94	211	206	195
DGKI	13	12	9	37	15	13
DGKK	9	10	5	6	11	7
DGKQ	33	30	20	21	25	16
DGKZ	88	66	66	96	109	60
DGUOK	3348	4156	3518	4132	3663	3600
DHCR24	27282	20371	17332	24255	21304	12605
DHCR7	4260	4173	3686	5816	4718	3019
DHDDS	1549	1853	1429	1748	2173	1631
DHDH	16	16	25	8	23	21
DHFR	520	565	385	610	497	444
DHH	0	0	0	0	0	0
DHODH	543	631	576	689	657	479
DHPS	1849	2028	1759	2106	2618	1803
DHRS1	331	386	324	352	563	360
DHRS11	9	9	6	7	13	4
DHRS12	75	104	92	92	89	77
DHRS13	23	25	31	29	19	14
DHRS2	6	5	12	20	24	26
DHRS3	1288	1586	921	2613	2907	1787
DHRS4	58	41	46	63	46	39
DHRS4L2	28	28	23	29	41	31
DHRS7	1386	1756	1523	1417	2032	1728
DHRS7B	734	820	741	791	1008	756
DHRS7C	2	0	0	0	0	0
DHRS9	6	9	7	20	10	10
DHRSX	0	0	0	0	0	0
DHTKD1	972	995	981	849	928	770
DHX15	15771	13713	12613	17961	14086	10657
DHX16	110	96	95	144	104	82
DHX29	2135	2040	1910	2303	1430	1478
DHX30	1479	1439	1351	1671	1403	1279
DHX32	196	216	169	193	289	258
DHX33	1964	1701	1453	1729	1438	1026
DHX34	242	161	133	208	170	134
DHX35	1002	1028	900	875	1076	690
DHX36	2033	1883	1666	1734	1321	1183
DHX37	227	137	164	208	156	117
DHX38	460	442	323	518	477	326
DHX40	1029	1088	1128	1074	916	1205
DHX57	1506	1690	1171	1682	1436	1302
DHX58	25	13	37	5	5	9
DHX8	3546	3999	2778	3582	4396	3047
DHX9	11762	12444	8981	13964	11812	8822
DIABLO	450	697	592	545	426	703
DIAPH1	1997	1691	1197	1295	1314	994
DIAPH2	459	336	598	234	194	340
DIAPH3	1517	1280	1416	1428	861	947
DICER1	1993	1958	1656	1911	1499	1490
DIDO1	631	660	659	597	455	599
DIMT1	2640	2275	2474	3297	1676	1616
DIO1	2	2	2	3	7	6
DIO2	213	358	215	301	357	204
DIO3	165	207	165	184	246	314
DIP2A	545	481	447	541	605	559
DIP2B	590	653	574	741	687	603
DIP2C	189	225	192	274	264	213
DIRAS1	12	16	18	16	10	14
DIRAS2	23	18	39	142	39	56
DIRAS3	74	46	36	37	60	35
DIS3	1695	1489	1608	1987	1105	1274
DIS3L	1095	1040	1011	1242	1093	921
DIS3L2	295	341	273	352	294	341
DISC1	65	97	54	100	77	101
DISP1	302	391	214	203	270	217
DISP2	6	3	3	3	1	5
DIXDC1	363	352	329	435	400	364
DKC1	11026	10686	8501	11382	9828	7246
DKK1	6233	2691	3353	6421	6699	4039
DKK2	24	33	46	527	715	449
DKK3	336	350	265	154	210	196
DKK4	1081	52	160	245	24	73
DKKL1	24	28	33	36	51	47
DLAT	5143	4811	4487	6624	4685	3529
DLC1	1339	1024	1128	999	965	1074
DLD	9902	10768	10292	12393	10090	9797
DLEC1	9	5	5	6	6	3
DLEU7	6	8	6	4	2	3
DLG1	2158	2361	1942	3322	2881	2682
DLG2	729	768	600	417	372	367
DLG3	712	773	748	547	719	592
DLG4	35	45	25	39	51	41
DLG5	70	51	49	52	78	34
DLGAP1	45	35	51	43	29	46
DLGAP2	0	0	0	0	0	0
DLGAP3	0	3	1	2	1	2
DLGAP4	1098	1113	930	1232	970	1147
DLGAP5	7448	8594	8503	9466	7518	7150
DLK1	27	57	63	58	105	228
DLK2	14	15	16	31	40	32
DLL1	5	3	3	1	2	9
DLL3	236	215	188	140	98	202
DLL4	0	0	0	4	14	4
DLST	617	624	432	732	763	494
DLX1	19	9	18	8	5	8
DLX2	78	24	49	19	6	17
DLX3	30	28	22	18	7	19
DLX4	21	7	18	7	3	10
DLX5	187	145	166	336	196	178
DLX6	56	34	26	26	22	24
DMAP1	774	652	588	759	866	610
DMBT1	0	0	0	0	0	0
DMBX1	1	0	0	0	1	0
DMC1	192	244	186	201	227	217
DMD	1092	913	1178	236	288	388
DMGDH	7	3	3	10	8	2
DMKN	1928	1796	1494	664	935	675
DMP1	8	3	6	0	0	5
DMPK	39	34	24	51	47	52
DMRT1	56	22	34	10	6	8
DMRT2	0	1	0	0	0	0
DMRT3	1	1	1	0	0	2
DMRTA1	199	73	177	52	30	59
DMRTA2	22	10	13	4	7	6
DMRTB1	3	4	7	1	0	0
DMRTC1	0	0	0	0	0	0
DMRTC1B	0	0	0	0	0	0
DMRTC2	0	0	1	0	0	0
DMTF1	4145	3509	3295	4453	3845	2954
DMTN	14	11	17	12	12	12
DMWD	97	77	89	119	121	116
DMXL1	333	351	416	358	296	313
DMXL2	364	340	395	425	479	400
DNA2	3144	3047	2890	2763	2184	1790
DNAAF1	4	4	1	1	5	2
DNAAF2	628	399	580	760	302	334
DNAAF3	27	26	33	8	15	17
DNAAF5	769	694	568	830	832	531
DNAH1	7	9	7	14	12	15
DNAH10	0	1	1	2	1	7
DNAH11	115	54	145	33	23	62
DNAH12	3	7	2	3	10	5
DNAH14	1000	930	1036	983	585	694
DNAH17	67	48	41	55	61	51
DNAH2	739	1084	598	373	439	199
DNAH3	29	36	12	19	19	20
DNAH5	14	5	15	2	1	10
DNAH6	21	33	21	23	33	23
DNAH7	19	16	18	20	23	24
DNAH8	14	6	15	3	2	3
DNAH9	21	39	21	16	32	23
DNAI1	4	8	4	1	3	5
DNAI2	0	0	0	1	1	0
DNAJA1	42939	42945	33103	52059	45038	29953
DNAJA2	9258	8644	8988	10520	7767	7108
DNAJA3	126	142	105	145	121	82
DNAJA4	268	173	178	275	243	141
DNAJB1	2387	2289	1835	2852	1921	1686
DNAJB11	3401	3258	2658	4709	2339	2421
DNAJB12	1169	1052	831	1651	1520	943
DNAJB13	6	11	6	9	15	9
DNAJB14	1444	1143	1535	2124	1622	1292
DNAJB2	48	72	44	70	76	75
DNAJB4	1292	901	1240	1535	1044	794
DNAJB5	211	275	262	361	363	300
DNAJB6	2756	3045	2879	2801	2067	2143
DNAJB7	46	44	39	78	41	42
DNAJB8	0	0	0	0	0	0
DNAJB9	1243	923	969	1948	1110	783
DNAJC1	401	473	295	306	246	296
DNAJC10	5798	4778	5240	7615	4544	4870
DNAJC11	1683	1521	1227	1805	1512	1088
DNAJC12	27	17	28	9	21	23
DNAJC13	812	825	739	854	795	755
DNAJC14	468	548	449	433	700	486
DNAJC15	5422	8518	6292	10142	8198	8429
DNAJC16	1603	1538	1334	1650	1611	1379
DNAJC17	390	458	409	585	471	374
DNAJC18	741	835	796	816	928	969
DNAJC19	1254	1264	1394	1398	1092	1101
DNAJC2	2627	2422	2405	2710	1492	1668
DNAJC21	1016	1083	994	1061	834	755
DNAJC22	54	55	66	54	48	64
DNAJC24	835	909	771	983	686	670
DNAJC25	149	131	125	143	110	156
DNAJC27	156	155	153	148	212	145
DNAJC28	1	1	6	4	3	1
DNAJC3	14286	12125	11089	17468	15404	10640
DNAJC30	93	101	97	121	79	87
DNAJC4	79	77	71	86	83	86
DNAJC5	189	205	161	173	198	150
DNAJC5B	0	2	1	2	4	1
DNAJC5G	1	0	0	0	0	0
DNAJC6	27	23	36	39	41	34
DNAJC7	6376	7060	5388	7011	5451	5364
DNAJC8	11307	14672	11559	12740	12583	10676
DNAJC9	695	590	497	923	629	541
DNAL1	556	595	551	726	615	540
DNAL4	139	97	100	125	172	146
DNALI1	455	433	438	452	614	468
DNASE1	242	217	194	244	261	282
DNASE1L1	54	60	54	75	155	84
DNASE1L2	2	0	3	3	3	3
DNASE1L3	25	14	16	33	24	19
DNASE2	299	285	308	271	293	305
DNASE2B	0	0	0	0	0	0
DND1	0	0	0	0	0	0
DNER	13	5	11	29	10	5
DNHD1	137	160	140	136	249	194
DNLZ	0	0	0	1	1	0
DNM1	71	83	74	81	107	108
DNM1L	5212	5887	5703	6905	6038	5760
DNM2	165	162	157	199	169	164
DNM3	25	24	20	125	115	121
DNMBP	328	306	395	341	511	387
DNMT1	4275	5085	3644	4674	3704	3962
DNMT3A	2475	2821	2461	2495	3166	2439
DNMT3B	2644	2020	2340	1200	1325	1147
DNMT3L	12	3	13	1	1	2
DNPEP	617	675	698	604	852	827
DNPH1	212	259	265	296	231	278
DNTT	44	37	19	26	27	18
DNTTIP1	627	678	584	552	556	597
DNTTIP2	10534	11680	9251	12508	9323	8150
DOC2A	10	3	7	1	6	3
DOC2B	0	1	0	0	0	0
DOCK1	1116	1271	961	1418	1380	1164
DOCK10	6	6	0	3	2	8
DOCK11	318	366	263	238	213	252
DOCK2	53	34	30	28	52	43
DOCK3	28	22	35	32	21	16
DOCK4	663	479	417	447	274	320
DOCK5	1255	935	1133	858	803	703
DOCK6	122	117	90	123	173	120
DOCK7	567	534	549	592	596	655
DOCK8	11	8	17	24	32	25
DOCK9	223	138	125	140	192	95
DOHH	21	23	20	21	16	13
DOK1	79	79	81	126	178	107
DOK2	1	0	0	0	0	0
DOK3	55	30	33	44	51	42
DOK4	1295	1821	1351	1278	2161	1516
DOK5	196	225	201	370	308	331
DOK6	99	121	105	87	91	94
DOK7	0	0	0	0	3	0
DOLK	650	521	407	625	579	369
DOLPP1	980	696	642	983	683	602
DONSON	380	305	318	330	315	252
DOT1L	86	100	68	77	81	105
DPAGT1	3582	3817	3047	4272	5176	3153
DPCD	804	1197	1154	1190	1634	1560
DPEP1	7	10	15	2	7	15
DPEP2	0	1	0	0	2	2
DPEP3	39	26	22	40	20	11
DPF1	52	62	49	41	43	51
DPF2	3224	3742	3024	3736	4789	3291
DPF3	83	67	48	65	62	59
DPH1	125	119	87	156	79	76
DPH2	2014	1584	1214	1849	1590	1049
DPH3	4816	5146	4667	7039	5259	4417
DPH5	1995	2427	2060	2302	2185	1808
DPH6	1106	1137	1535	1074	964	991
DPH7	350	272	218	380	348	211
DPM1	4796	5257	5766	5339	3760	3925
DPM2	1566	1672	1384	1913	1837	1314
DPM3	282	498	352	440	392	521
DPP10	35	28	55	37	26	30
DPP3	1512	1405	1171	1241	1600	1048
DPP4	59	52	63	47	132	151
DPP6	28	26	26	14	5	11
DPP7	23	18	23	37	60	48
DPP8	1027	855	960	1351	938	880
DPP9	211	210	146	297	177	137
DPPA2	324	240	465	102	125	127
DPPA3	22	34	32	30	45	36
DPPA4	6556	3759	8085	3442	3243	3051
DPPA5	22	12	50	0	0	7
DPRX	1	0	0	3	0	2
DPT	1	0	2	2	4	2
DPY19L1	369	333	327	598	489	371
DPY19L2	26	14	15	20	8	5
DPY19L3	731	659	707	956	696	614
